Ticker|C|Name|Symbol|EPS|PE|Yield|% Chg|Change|Price|Ask|Bid|Trd Sz|Ask Sz|Bid Sz|Close|52 Week Range|52 High|High|Low|52 Low|Open|Call/Put|Imp Vol|Mark|Exch|Mkt Val|Market Cap|Shr Os|Volume|AVG Volume 6 Month|Blk Vol|Opn Int|Day % P/L|Day P/L|% P/L|P/L|Book Cost|Avg Cost|Entry Date|Quantity|Trade|Trend|Opn Int Chg|Curr|Q|Div|Div Pay Dt|Ex-Div|Exp Dt|Num Trd|Prc Tck|Quote Trend|Range|Rel Range|Strike
AAB|CA|ABERDEEN INTL|AAB.TO|0.11|1.27|0.00|6.9|0.01|0.15|0.15|0.14|"3|500.00"|50.00|5.00|0.14|0.14|0.15|0.15|0.14|0.01|0.14|-||0.15|TOR||16.25|"112|052|282.00"|"361|276.00"|"317|970.52"|0.00||-|-|-|-|-|-|-|-|-|||CAD|R|0.00|09/30/2012|09/24/2012|-|47.00|Þ||0.01||
AAR|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-
AC|CA|AIR CANADA|AC.TO|0.00|0.00|0.00|3.31|0.74|23.13|23.20|23.13|700.00|14.00|4.00|22.39|43.45|52.71|23.24|22.26|9.26|22.51|-||23.16|TOR||"7|437.34"|"332|171|985.00"|"3|645|423.00"|"5|158|925.43"|"241|500.00"||-|-|-|-|-|-|-|-|-|||CAD|R|0.00|-|-|-|"16|614.00"|þ||0.98||
ACD|CA|ACCORD FIN CP|ACD.TO|-0.19|0.00|2.94|-1.18|-0.08|6.72|6.92|6.73|100.00|2.00|3.00|6.80|6.39|9.90|6.81|6.72|3.51|6.81|-||6.83|TOR||58.40|"8|558|913.00"|"4|100.00"|"1|728.76"|0.00||-|-|-|-|-|-|-|-|-|||CAD|R|0.20|12/01/2020|11/12/2020|-|6.00|þ||0.09||
ACO|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-
ACQ|CA|AUTOCANADA INC|ACQ.TO|-1.81|0.00|0.00|8.91|2.23|27.25|27.34|27.25|100.00|11.00|13.00|25.02|26.05|30.65|27.44|25.08|4.60|25.11|-||27.30|TOR||687.04|"27|459|683.00"|"171|464.00"|"199|784.42"|0.00||-|-|-|-|-|-|-|-|-|||CAD|R|0.00|03/16/2020|02/28/2020|-|967.00|þ||2.36||
ACR|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-
AD.TO|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-
ADN|CA|ACADIAN TIMBER|ADN.TO|1.38|11.76|7.16|0.99|0.16|16.37|16.43|16.31|100.00|1.00|2.00|16.21|7.51|18.62|16.41|16.10|11.11|16.20|-||16.37|TOR||270.49|"16|686|916.00"|"16|912.00"|"11|455.84"|0.00||-|-|-|-|-|-|-|-|-|||CAD|R|1.16|01/15/2021|12/30/2020|-|90.00|þ||0.31||
ADW|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-
AEF.TO|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-
AF|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-
