Ticker|C|Name|Symbol|EPS|PE|Yield|% Chg|Change|Price|Ask|Bid|Trd Sz|Ask Sz|Bid Sz|Close|52 Week Range|52 High|High|Low|52 Low|Open|Call/Put|Imp Vol|Mark|Exch|Mkt Val|Market Cap|Shr Os|Volume|AVG Volume 6 Month|Blk Vol|Opn Int|Day % P/L|Day P/L|% P/L|P/L|Book Cost|Avg Cost|Entry Date|Quantity|Trade|Trend|Opn Int Chg|Curr|Q|Div|Div Pay Dt|Ex-Div|Exp Dt|Num Trd|Prc Tck|Quote Trend|Range|Rel Range|Strike
BLDP|CA|BALLARD POWER|BLDP.TO|-0.26|0.00|0.00|17.97|6.64|43.59|43.76|43.59|100.00|1.00|4.00|36.95|27.89|37.68|44.24|39.75|9.79|40.07|-||43.67|TOR||"10|416.30"|"281|902|636.00"|"2|420|258.00"|"1|130|072.89"|0.00||-|-|-|-|-|-|-|-|-|||CAD|R|0.00|06/08/1998|06/03/1998|-|"19|560.00"|þ||4.49||
EFL|CA|ELECTROVAYA INC|EFL.TO|0.01|215.93|0.00|3.27|0.05|1.58|1.59|1.56|700.00|130.00|157.00|1.53|1.65|1.81|1.60|1.54|0.16|1.55|-||1.58|TOR||200.08|"129|745|154.00"|"226|339.00"|"399|308.08"|0.00||-|-|-|-|-|-|-|-|-|||CAD|R|0.00|-|-|-|244.00|Þ||0.06||
HYG|US|ISH IBOXX $ HIGH|HYG|0.00|0.00|4.90|0.1266|0.11|87.01|87.08|87.02|0.00|1.00|3.00|86.90|21.01|88.53|87.07|86.79|67.52|86.89|-|0.08|87.05|   ||"31|377.78"|"356|600|000.00"|"41|746|061.00"|"25|447|594.12"|"20|095|553.00"||-|-|-|-|-|-|-|-|-|||USD|R|4.26|12/23/2020|12/17/2020|-|"65|942.00"|þ||0.28||
NFI|CA|NFI GROUP IN ORD|NFI.TO|-2.61|0.00|2.91|4.66|1.36|30.56|30.67|30.52|100.00|2.00|5.00|29.20|24.82|33.94|32.47|30.15|9.12|30.16|-||30.59|TOR||"1|840.12"|"62|524|842.00"|"1|236|293.00"|"287|425.82"|"35|600.00"||-|-|-|-|-|-|-|-|-|||CAD|R|0.85|01/15/2021|12/30/2020|-|"6|365.00"|þ||2.32||
PFB|CA|PFB CORP|PFB.TO|2.20|10.22|1.78|-0.0|-0.0|22.50|22.50|22.30|100.00|2.00|17.00|22.50|15.60|23.62|22.75|22.27|8.02|22.75|-||22.40|TOR||154.14|"6|797|003.00"|"7|878.00"|"6|891.88"|0.00||-|-|-|-|-|-|-|-|-|||CAD|R|0.40|11/30/2020|11/13/2020|-|32.00|Þ||0.48||
WPRT|CA|WESTPORT FUEL|WPRT.TO|-0.11|0.00|0.00|10.03|0.72|7.90|7.95|7.87|200.00|7.00|9.00|7.18|6.98|8.00|7.95|7.18|1.02|7.24|-||7.91|TOR||985.01|"137|188|367.00"|"837|889.00"|"321|740.44"|0.00||-|-|-|-|-|-|-|-|-|||CAD|R|0.00|07/24/2008|07/24/2008|-|"3|586.00"|þ||0.77||
BIOA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-
BU|CA|BURCON NUTRASCI|BU.TO|0.00|"5|910.45"|0.00|4.04|0.16|4.12|4.14|4.08|500.00|20.00|10.00|3.96|3.63|4.23|4.15|3.93|0.60|4.08|-||4.11|TOR||420.59|"106|210|739.00"|"411|828.00"|"362|709.03"|0.00||-|-|-|-|-|-|-|-|-|||CAD|R|0.00|-|05/29/2019|-|"1|166.00"|Þ||0.22||
CAS|CA|CASCADES INC|CAS.TO|0.71|21.16|2.13|-1.2|-0.18|14.87|14.94|14.85|"1|700.00"|6.00|7.00|15.05|7.68|17.62|15.21|14.81|9.94|15.04|-||14.89|TOR||"1|542.12"|"102|466|430.00"|"209|515.00"|"302|805.42"|0.00||-|-|-|-|-|-|-|-|-|||CAD|R|0.32|12/03/2020|11/19/2020|-|"1|209.00"|þ||0.40||
CLR|CA|CLERWATR SEAFUD|CLR.TO|0.08|107.28|0.00|-0.0|-0.0|8.24|8.24|8.23|100.00|"5|948.00"|"5|080.00"|8.24|4.41|8.24|8.24|8.23|3.83|8.24|-||8.23|TOR||536.82|"65|148|148.00"|"17|420.00"|"102|276.72"|0.00||-|-|-|-|-|-|-|-|-|||CAD|R|0.00|04/01/2020|03/17/2020|-|33.00|Þ||0.01||
