Ticker|C|Name|Symbol|EPS|PE|Yield|% Chg|Change|Price|Ask|Bid|Trd Sz|Ask Sz|Bid Sz|Close|52 Week Range|52 High|High|Low|52 Low|Open|Call/Put|Imp Vol|Mark|Exch|Mkt Val|Market Cap|Shr Os|Volume|AVG Volume 6 Month|Blk Vol|Opn Int|Day % P/L|Day P/L|% P/L|P/L|Book Cost|Avg Cost|Entry Date|Quantity|Trade|Trend|Opn Int Chg|Curr|Q|Div|Div Pay Dt|Ex-Div|Exp Dt|Num Trd|Prc Tck|Quote Trend|Range|Rel Range|Strike
ABX|CA|BARRICK GOLD|ABX.TO|2.27|13.25|1.52|-0.27|-0.08|29.95|30.00|29.95|"1|000.00"|20.00|1.00|30.03|23.57|41.09|30.20|29.57|17.52|30.10|-||29.98|TOR||"53|395.38"|"1|778|126|000.00"|"4|522|121.00"|"4|724|810.39"|"768|800.00"||-|-|-|-|-|-|-|-|-|||CAD|R|0.46|12/15/2020|11/27/2020|-|"13|784.00"|Þ||0.63||
AEM|CA|AGNICO EAGLE MIN|AEM.TO|3.52|25.20|2.10|0.87|0.77|89.41|89.69|89.09|500.00|10.00|5.00|88.64|74.10|117.35|89.63|87.75|43.25|88.64|-||89.39|TOR||"21|479.36"|"242|991|213.00"|"541|521.00"|"718|598.56"|"43|000.00"||-|-|-|-|-|-|-|-|-|||CAD|R|1.86|03/22/2021|02/26/2021|-|"3|642.00"|þ||1.88||
AGI|CA|ALAMOS GOLD|AGI.TO|0.35|30.54|0.95|-1.2|-0.13|10.70|10.73|10.65|100.00|8.00|11.00|10.83|11.09|15.52|10.83|10.51|4.43|10.80|-||10.69|TOR||"4|286.78"|"392|697|670.00"|"801|841.00"|"993|854.76"|"52|400.00"||-|-|-|-|-|-|-|-|-|||CAD|R|0.10|12/21/2020|12/04/2020|-|"3|413.00"|þ||0.32||
AGU|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-
AKG|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-
ALO.TO|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-
ALS|CA|ALTIUS MINERALS|ALS.TO|-0.74|0.00|1.40|2.52|0.36|14.66|14.72|14.41|100.00|2.00|2.00|14.30|8.96|15.25|14.67|14.18|6.29|14.43|-||14.57|TOR||593.13|"41|464|462.00"|"146|450.00"|"58|106.60"|0.00||-|-|-|-|-|-|-|-|-|||CAD|R|0.20|12/15/2020|11/27/2020|-|652.00|Þ||0.49||
AMI|CA|ATHABASCA MINERA|AMI.V|-0.08|0.00|0.00|5.88|0.01|0.18|0.18|0.17|"4|000.00"|50.00|50.00|0.17|0.30|0.38|0.18|0.17|0.08|0.17|-||0.18|   ||8.24|"48|893|217.00"|"38|000.00"|"59|539.28"|0.00||-|-|-|-|-|-|-|-|-|||CAD|D|0.00|01/08/2007|01/08/2007|-|10.00|Þ||0.01||
AMM|CA|ALMADEN MNRLS|AMM.TO|-0.03|0.00|0.00|10.61|0.07|0.73|0.74|0.73|500.00|8.00|3.00|0.66|1.29|1.60|0.79|0.65|0.31|0.65|-||0.73|TOR||79.56|"120|548|611.00"|"199|776.00"|"157|974.52"|0.00||-|-|-|-|-|-|-|-|-|||CAD|R|0.00|08/10/2015|08/10/2015|-|233.00|þ||0.14||
ANX|CA|ANACONDA MINING|ANX.TO|0.05|12.14|0.00|-1.67|-0.01|0.59|0.60|0.59|500.00|43.00|6.00|0.60|0.69|0.78|0.61|0.58|0.10|0.61|-||0.59|TOR||88.93|"148|213|426.00"|"116|956.00"|"257|911.65"|0.00||-|-|-|-|-|-|-|-|-|||CAD|R|0.00|01/22/2018|01/22/2018|-|51.00|þ||0.03||
APY|CA|ANGLO PACIFIC GR|APY.TO|-0.12|0.00|0.00|2.0|0.05|2.55|2.55|2.50|100.00|5.00|1.00|2.50|1.50|3.25|2.65|2.55|1.75|2.65|-||2.52|TOR||229.91|"177|129|016.00"|"4|639.00"|"1|543.50"|0.00||-|-|-|-|-|-|-|-|-|||CAD|R|0.00|02/17/2021|01/07/2021|-|5.00|þ||0.10||
AQA|CA|AQUILA RESOURCES|AQA.TO|-0.02|0.00|0.00|5.0|0.005|0.10|0.10|0.10|500.00|49.00|239.00|0.10|0.15|0.22|0.11|0.10|0.07|0.11|-||0.10|TOR||34.10|"338|556|404.00"|"46|000.00"|"82|441.71"|0.00||-|-|-|-|-|-|-|-|-|||CAD|R|0.00|05/02/2006|05/02/2006|-|12.00|þ||0.01||
